Site,Code,Ucode,Type,StateCode,Tstart,Tstop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEname,Ename,Uname
UNKMR2,M9176,-,LP,,-,-,UNKO  M9176,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9177,-,LP,,-,-,UNKO  M9177,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9178,-,LP,,-,-,UNKO  M9178,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9179,-,LP,,-,-,UNKO  M9179,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9180,-,LP,,-,-,UNKO  M9180,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9181,-,LP,,-,-,UNKO  M9181,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9182,-,LP,,-,-,UNKO  M9182,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9183,-,LP,,-,-,UNKO  M9183,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9184,-,LP,,-,-,UNKO  M9184,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9185,-,LP,,-,-,UNKO  M9185,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9186,-,LP,,-,-,UNKO  M9186,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9187,-,LP,,-,-,UNKO  M9187,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9188,-,LP,,-,-,UNKO  M9188,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9189,-,LP,,-,-,UNKO  M9189,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9190,-,LP,,-,-,UNKO  M9190,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9191,-,LP,,-,-,UNKO  M9191,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9192,-,LP,,-,-,UNKO  M9192,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9193,-,LP,,-,-,UNKO  M9193,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9194,-,LP,,-,-,UNKO  M9194,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9195,-,LP,,-,-,UNKO  M9195,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9196,-,LP,,-,-,UNKO  M9196,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9197,-,LP,,-,-,UNKO  M9197,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9198,-,LP,,-,-,UNKO  M9198,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9199,-,LP,,-,-,UNKO  M9199,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9200,-,LP,,-,-,UNKO  M9200,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9207,-,LP,,-,-,UNKO  M9207,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9208,-,LP,,-,-,UNKO  M9208,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9209,-,LP,,-,-,UNKO  M9209,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR2,M9210,-,LP,,-,-,UNKO  M9210,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9132,-,LP,,-,-,UNKO  M9132,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9135,-,LP,,-,-,UNKO  M9135,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9136,-,LP,,-,-,UNKO  M9136,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9161,-,LP,,-,-,UNKO  M9161,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9162,-,LP,,-,-,UNKO  M9162,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9163,-,LP,,-,-,UNKO  M9163,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9164,-,LP,,-,-,UNKO  M9164,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9165,-,LP,,-,-,UNKO  M9165,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9166,-,LP,,-,-,UNKO  M9166,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9167,-,LP,,-,-,UNKO  M9167,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9168,-,LP,,-,-,UNKO  M9168,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9171,-,LP,,-,-,UNKO  M9171,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR3,M9172,-,LP,,-,-,UNKO  M9172,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9120,-,LP,,-,-,UNKO  M9120,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9121,-,LP,,-,-,UNKO  M9121,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9122,-,LP,,-,-,UNKO  M9122,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9123,-,LP,,-,-,UNKO  M9123,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9124,-,LP,,-,-,UNKO  M9124,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9125,-,LP,,-,-,UNKO  M9125,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9126,-,LP,,-,-,UNKO  M9126,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9127,-,LP,,-,-,UNKO  M9127,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9128,-,LP,,-,-,UNKO  M9128,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9133,-,LP,,-,-,UNKO  M9133,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9135,-,LP,,-,-,UNKO  M9135,Unknown Soviet cruise meteo launch site  - see also UNKMR3,-,,,,-,-,-,-
UNKMR4,M9138,-,LP,,-,-,UNKO  M9138,Unknown Soviet cruise meteo launch site 1969,-,,,,-,-,-,-
UNKMR4,M9166,-,LP,,-,-,UNKO  M9166,Unknown Soviet cruise meteo launch site  - see also UNKMR3,-,,,,-,-,-,-
UNKMR4,M9201,-,LP,,-,-,UNKO  M9201,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9202,-,LP,,-,-,UNKO  M9202,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9203,-,LP,,-,-,UNKO  M9203,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9204,-,LP,,-,-,UNKO  M9204,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9205,-,LP,,-,-,UNKO  M9205,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR4,M9206,-,LP,,-,-,UNKO  M9206,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9127,-,LP,,-,-,UNKO  M9127,Unknown Soviet cruise meteo launch site see also UNKMR4,-,,,,-,-,-,-
UNKMR5,M9128,-,LP,,-,-,UNKO  M9128,Unknown Soviet cruise meteo launch site see also UNKMR4,-,,,,-,-,-,-
UNKMR5,M9129,-,LP,,-,-,UNKO  M9129,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9130,-,LP,,-,-,UNKO  M9130,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9131,-,LP,,-,-,UNKO  M9131,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9132,-,LP,,-,-,UNKO  M9132,Unknown Soviet cruise meteo launch site see also UNKMR3,-,,,,-,-,-,-
UNKMR5,M9133,-,LP,,-,-,UNKO  M9133,Unknown Soviet cruise meteo launch site see also UNKMR4,-,,,,-,-,-,-
UNKMR5,M9134,-,LP,,-,-,UNKO  M9134,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9135,-,LP,,-,-,UNKO  M9135,Unknown Soviet cruise meteo launch site see also UNKMR3,-,,,,-,-,-,-
UNKMR5,M9136,-,LP,,-,-,UNKO  M9136,Unknown Soviet cruise meteo launch site see also UNKMR3,-,,,,-,-,-,-
UNKMR5,M9137,-,LP,,-,-,UNKO  M9137,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9138,-,LP,,-,-,UNKO  M9138,Unknown Soviet cruise meteo launch site 1969 - see also UNKMR4,-,,,,-,-,-,-
UNKMR5,M9139,-,LP,,-,-,UNKO  M9139,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9140,-,LP,,-,-,UNKO  M9140,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9141,-,LP,,-,-,UNKO  M9141,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9142,-,LP,,-,-,UNKO  M9142,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9143,-,LP,,-,-,UNKO  M9143,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9144,-,LP,,-,-,UNKO  M9144,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9145,-,LP,,-,-,UNKO  M9145,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9146,-,LP,,-,-,UNKO  M9146,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9147,-,LP,,-,-,UNKO  M9147,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9148,-,LP,,-,-,UNKO  M9148,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9149,-,LP,,-,-,UNKO  M9149,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9150,-,LP,,-,-,UNKO  M9150,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9151,-,LP,,-,-,UNKO  M9151,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9152,-,LP,,-,-,UNKO  M9152,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR5,M9153,-,LP,,-,-,UNKO  M9153,Unknown Soviet cruise meteo launch site,-,,,,-,-,-,-
UNKMR6,M9133,-,LP,,-,-,UNKO  M9133,Unknown Soviet cruise meteo launch site see also UNKMR4/UNKMR5,-,,,,-,-,-,-
UNKMR6,M9137,-,LP,,-,-,UNKO  M9137,Unknown Soviet cruise meteo launch site see also UNKMR5,-,,,,-,-,-,-
UNKMR6,M9145,-,LP,,-,-,UNKO  M9145,Unknown Soviet cruise meteo launch site see also UNKMR5,-,,,,-,-,-,-
UZHUR,LC379/1/1,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/2,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/3,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/4,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/5,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/6,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/7,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/1/10,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/3/2,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
UZHUR,LC379/10/4,-,LP,,-,-,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
V,RW30,-,LP,,1990,*,V     RW30,"RW30,    Vandenberg AFB, California",-,-120.5676,34.7227,0.0001,USAF,-,-,-
V,RW12,-,LP,,1990,*,V     RW12,"RW12,    Vandenberg AFB, California",-,-120.601,34.7519,0.0001,USAF,-,-,-
V,RW30/12,-,LP,,1990,*,V     RW30/12,"RW30/12, Vandenberg AFB, California",-,-120.5658,34.7321,0.0001,USAF,-,-,-
V,394A1,-,LP,,28-Sep-62,20-Dec-63,V     394A1,"Silo 394-A1, Vandenberg AFB",-,-120.5847,34.8448,0.0001,USAF,-,-,-
V,394A2,-,LP,,28-Sep-62,20-Dec-63,V     394A2,"Silo 394-A2, Vandenberg AFB",-,-120.5809,34.846,0.0001,USAF,-,-,-
V,394A3,-,LP,,28-Sep-62,20-Dec-63,V     394A3,"Silo 394-A3, Vandenberg AFB",-,-120.6067,34.8589,0.0001,USAF,-,-,-
V,394A4,-,LP,,28-Sep-62,20-Dec-63,V     394A4,"Silo 394-A4, Vandenberg AFB",-,-120.6096,34.8625,0.0001,USAF,-,-,-
V,394A5,-,LP,,28-Sep-62,20-Dec-63,V     394A5,"Silo 394-A5, Vandenberg AFB",-,-120.6361,34.883,0.0001,USAF,-,-,-
V,394A6,-,LP,,28-Sep-62,20-Dec-63,V     394A6,"Silo 394-A6, Vandenberg AFB",-,-120.6338,34.8858,0.0001,USAF,-,-,-
V,394A7,-,LP,,28-Sep-62,20-Dec-63,V     394A7,"Silo 394-A7, Vandenberg AFB",-,-120.5906,34.8506,0.0001,USAF,-,-,-
V,395-A1,-,LP,,23-Sep-61,05-Mar-65,V     395-A1,"Silo 395-A1, Vandenberg AFB",-,-120.5442,34.8065,0.0001,USAF,-,-,-
V,395-A2,-,LP,,23-Sep-61,05-Mar-65,V     395-A2,"Silo 395-A2, Vandenberg AFB",-,-120.5449,34.8053,0.0001,USAF,-,-,-
V,395-A3,-,LP,,23-Sep-61,05-Mar-65,V     395-A3,"Silo 395-A3, Vandenberg AFB",-,-120.5452,34.8065,0.0001,USAF,-,-,-
V,395-B,-,LP,,17-Feb-64,20-May-69,V     395-B,"Silo 395-B, Vandenberg AFB",-,-120.6072,34.7822,0.0001,USAF,-,-,-
V,395-C,-,LP,,16-Feb-63,27-Jun-76,V     395-C,"Silo 395-C, Vandenberg AFB",-,-120.5965,34.734,0.0001,USAF,-,-,-
V,395-D,-,LP,,13-May-63,05-Apr-66,V     395-D,"Silo 395-D, Vandenberg AFB",-,-120.5897,34.7077,0.0001,USAF,-,-,-
V,4300B6,1975-02-06,LP,,19-Jan-65,08-Feb-67,V     4300B6,"Complex 4300-B6, Vandenberg AFB",-,-120.6248,34.7635,0.0001,USAF,-,-,-
V,4300C,-,LP,,Dec-63,Feb-67,V     4300C,"Complex 4300C, Vandenberg AFB",-,-120.6166,34.7698,0.0001,USAF,-,-,-
V,576A1,-,LP,,09-Sep-59,26-Mar-65,V     576A1,"Complex 576-A1, Vandenberg AFB",-,-120.6015,34.777,0.0001,USAF,-,-,-
V,576A2,-,LP,,09-Sep-59,26-Mar-65,V     576A2,"Complex 576-A2, Vandenberg AFB",-,-120.5969,34.7775,0.0001,USAF,-,-,-
V,576A3,-,LP,,09-Sep-59,26-Mar-65,V     576A3,"Complex 576-A3, Vandenberg AFB",-,-120.6002,34.7807,0.0001,USAF,-,-,-
V,576B1,-,LP,,22-Apr-60,06-May-65,V     576B1,"Complex 576-B1, Vandenberg AFB",-,-120.5952,34.7931,0.0001,USAF,-,-,-
V,576B2,-,LP,,22-Apr-60,06-May-65,V     576B2,"Complex 576-B2, Vandenberg AFB",-,-120.5916,34.7909,0.0001,USAF,-,-,-
V,576B3,-,LP,,22-Apr-60,06-May-65,V     576B3,"Complex 576-B3, Vandenberg AFB",-,-120.5961,34.7896,0.0001,USAF,-,-,-
V,576C,-,LP,,03-Jul-63,25-Sep-63,V     576C,"Complex 576-C, Vandenberg AFB",-,-120.5836,34.8088,0.0001,USAF,-,-,-
V,576D,-,LP,,16-Mar-63,31-Aug-64,V     576D,"Complex 576-D, Vandenberg AFB",-,-120.5572,34.8202,0.0001,USAF,-,-,-
V,576E,-,LP,,01-Aug-62,*,V     576E,"Complex 576-E, Vandenberg AFB",-,-120.6191,34.7396,0.0001,USAF,-,-,-
V,576F,-,LP,,24-Aug-63,27-Aug-64,V     576F,"Complex 576-F, Vandenberg AFB",-,-120.589,34.796,0.0001,USAF,-,-,-
V,576G,-,LP,,04-Oct-63,08-Jan-65,V     576G,"Complex 576-G, Vandenberg AFB",-,-120.5614,34.8222,0.0001,USAF,-,-,-
V,BOM1,-,LP,,1966,1982,V     BOM1,"BOMARC Complex 1, Vandenberg AFB",-,-120.5995,34.8006,0.0001,USAF,-,-,-
V,BOM2,-,LP,,1966,1982,V     BOM2,"BOMARC Complex 2, Vandenberg AFB",-,-120.5992,34.8003,0.0001,USAF,-,-,-
V,HP-06,-,LP,,-,-,V     HP-06,"HP-06 GLCM launcher, Vandenberg AFB",-,-120.6005,34.8036,0.0001,USAF,-,-,-
V,1975-01-01,-,LP,,16-Dec-58,24-Jun-66,V     75-1-1,"Complex 75-1, Pad 1, Vandenberg AFB",-,-120.6194,34.7516,0.0001,NASA,-,-,-
V,1975-01-02,-,LP,,17-Sep-59,09-Feb-66,V     75-1-2,"Complex 75-1, Pad 2, Vandenberg AFB",-,-120.6223,34.7555,0.0001,USAF,-,-,-
V,1975-02-06,-,LP,,16-Jun-59,14-Aug-59,V     75-2-6,"Complex 75-2, Pad 6, Vandenberg AFB",-,-120.6248,34.7635,0.0001,USAF,-,-,-
V,1975-02-07,-,LP,,22-Jun-60,20-Jun-61,V     75-2-7,"Complex 75-2, Pad 7, Vandenberg AFB",-,-120.6215,34.7625,0.0001,USAF,-,-,-
V,1975-02-08,-,LP,,16-Apr-59,13-Dec-60,V     75-2-8,"Complex 75-2, Pad 8, Vandenberg AFB",-,-120.6227,34.7663,0.0001,USAF,-,-,-
V,1975-03-04,-,LP,,21-Jan-59,09-Mar-66,V     75-3-4,"Complex 75-3, Pad 4, Vandenberg AFB",-,-120.6306,34.7572,0.0001,USAF,-,-,-
V,1975-03-05,-,LP,,25-Jun-59,21-Jun-66,V     75-3-5,"Complex 75-3, Pad 5, Vandenberg AFB",-,-120.6264,34.7561,0.0001,USAF,-,-,-
V,ABRESA1,576A1,LP,,08-Jun-65,05-Apr-71,V     ABRESA1,"Complex ABRES-A, Pad 1, Vandenberg AFB",-,-120.6015,34.777,0.0001,USAF,-,-,-
V,ABRESA2,576A2,LP,,05-Aug-65,18-Mar-69,V     ABRESA2,"Complex ABRES-A, Pad 2, Vandenberg AFB",-,-120.5969,34.7775,0.0001,USAF,-,-,-
V,ABRESA3,576A3,LP,,10-Jun-65,29-Jun-71,V     ABRESA3,"Complex ABRES-A, Pad 3, Vandenberg AFB",-,-120.6002,34.7807,0.0001,USAF,-,-,-
V,ABRESB1,576B1,LP,,01-Jul-65,10-Jun-66,V     ABRESB1,"Complex ABRES-B, Pad 1, Vandenberg AFB",-,-120.5952,34.7931,0.0001,USAF,-,-,-
V,ABRESB2,576B2,LP,,03-Jun-65,07-Nov-67,V     ABRESB2,"Complex ABRES-B, Pad 2, Vandenberg AFB",-,-120.5916,34.7909,0.0001,USAF,-,-,-
V,ABRESB3,576B3,LP,,28-May-65,11-Oct-67,V     ABRESB3,"Complex ABRES-B, Pad 3, Vandenberg AFB",-,-120.5961,34.7896,0.0001,USAF,-,-,-
V,BMRSA1,576A1,LP,,01-Sep-71,08-Sep-74,V     BMRSA1,"Complex BMRS-A, Pad 1, Vandenberg AFB",-,-120.6015,34.777,0.0001,USAF,-,-,-
V,BMRSA2,576A2,LP,,07-Aug-71,07-Aug-71,V     BMRSA2,"Complex BMRS-A, Pad 2, Vandenberg AFB",-,-120.5969,34.7775,0.0001,USAF,-,-,-
V,BMRSA3,576A3,LP,,29-Aug-73,05-Oct-89,V     BMRSA3,"Complex BMRS-A, Pad 3, Vandenberg AFB",-,-120.6002,34.7807,0.0001,USAF,-,-,-
V,BOM-1,-,LP,,-,-,V     BOM-1,"BOMARC launcher 1, Vandenberg AFB",-,-120.5995,34.8006,0.0001,USAF,,,-
V,BOM-2,-,LP,,-,-,V     BOM-2,"BOMARC launcher 2, Vandenberg AFB",-,-120.5992,34.8003,0.0001,USAF,,,-
V,LE-6,1975-02-06,LP,,29-Jun-67,11-Oct-67,V     LE-6,"Launch Emplacement 6, Vandenberg AFB",-,-120.6248,34.7635,0.0001,USAF,-,-,-
V,LE-7,1975-02-07,LP,,06-Sep-61,19-Mar-62,V     LE-7,"Launch Emplacement 7, Vandenberg AFB",-,-120.6215,34.7625,0.0001,USAF,-,-,-
V,LE-8,1975-02-08,LP,,06-Dec-61,19-Jun-62,V     LE-8,"Launch Emplacement 8, Vandenberg AFB",-,-120.6227,34.7663,0.0001,USAF,-,-,-
V,LF02,394A1,LP,,16-Jan-64,*,V     LF02,"Launch Facility 02, Vandenberg AFB",-,-120.5847,34.8448,0.0001,USAF,-,-,-
V,LF03,394A2,LP,,29-Jan-64,*,V     LF03,"Launch Facility 03, Vandenberg AFB",-,-120.5809,34.846,0.0001,USAF,-,-,-
V,LF04,394A3,LP,,23-Jan-64,*,V     LF04,"Launch Facility 04, Vandenberg AFB",-,-120.6067,34.8589,0.0001,USAF,-,-,-
V,LF05,394A4,LP,,29-Feb-64,*,V     LF05,"Launch Facility 05, Vandenberg AFB",-,-120.6096,34.8625,0.0001,USAF,-,-,-
V,LF06,394A5,LP,,11-Feb-64,*,V     LF06,"Launch Facility 06, Vandenberg AFB",-,-120.6361,34.883,0.0001,USAF,-,-,-
V,LF07,394A6,LP,,10-Jan-64,09-Nov-87,V     LF07,"Launch Facility 07, Vandenberg AFB","Vandenberg AFB, California",-120.6338,34.8858,0.0001,USAF,-,-,-
V,LF08,394A7,LP,,21-Aug-64,11-Jun-91,V     LF08,"Launch Facility 08, Vandenberg AFB",-,-120.5906,34.8506,0.0001,USAF,-,-,-
V,LF08/Rail,-,LP,,04-Feb-94,04-Feb-94,V     LF08/Rail,"Launch Facility 08 (Rail), Vandenberg AFB",-,-120.5905,34.8505,0.0002,USAF,-,-,-
V,LF09,-,LP,,29-Jun-64,*,V     LF09,"Launch Facility 09, Vandenberg AFB",-,-120.6337,34.8784,0.0001,USAF,-,-,-
V,LF10,LF22,LP,,12-Jul-87,*,V     LF10,"Launch Facility 10, Vandenberg AFB",-,-120.5942,34.8505,0.0001,USAF,-,-,-
V,LF21,-,LP,,18-Aug-65,27-Mar-80,V     LF21,"Launch Facility 21, Vandenberg AFB",-,-120.5956,34.8609,0.0001,USAF,-,-,-
V,LF22,-,LP,,06-Oct-65,17-Dec-75,V     LF22,"Launch Facility 22, Vandenberg AFB  (=LF10?)",-,-120.5942,34.8505,0.0001,USAF,-,-,-
V,LF23,-,LP,,26-Aug-66,26-Aug-66,V     LF23,"Launch Facility 23, Vandenberg AFB",-,-120.5969,34.8556,0.0001,USAF,-,-,-
V,LF24,-,LP,,15-Dec-65,18-May-71,V     LF24,"Launch Facility 24, Vandenberg AFB",-,-120.6025,34.8564,0.0001,USAF,-,-,-
V,LF25,-,LP,,16-Feb-66,06-Mar-76,V     LF25,"Launch Facility 25, Vandenberg AFB",-,-120.63,34.8824,0.0001,USAF,-,-,-
V,LF26,-,LP,,18-Jan-66,*,V     LF26,"Launch Facility 26, Vandenberg AFB",-,-120.6369,34.8883,0.0001,USAF,-,-,-
V,LF7632,-,LP,,-,-,V     LF7632,"Launch Facility 7632, Vandenberg AFB",-,,,,USAF,-,-,-
V,OSTF,-,LP,,03-Dec-60,26-Jul-63,V     OSTF,"Operational Silo Test Facility, Vandenberg AFB",-,-120.5428,34.8046,0.0001,USAF,-,-,-
V,OSTF1,576-F,LP,,03-Dec-60,26-Jul-63,V     OSTF1,"Operational Silo Test Facility 1, Vandenberg AFB",-,-120.589,34.796,0.0001,USAF,-,-,-
V,OSTF2,576-G,LP,,10-Aug-62,18-Dec-63,V     OSTF2,"Operational Silo Test Facility 2, Vandenberg AFB",-,-120.5614,34.8222,0.0001,USAF,-,-,-
V,SLTF,-,LP,,03-May-61,03-May-61,V     SLTF,"Silo Lift Test Facility, Vandenberg AFB",-,-120.5494,34.8067,0.0001,USAF,-,-,-
VS,PALC-A,LC-A,LP,,Jul-64,1965,V     PALC-A,"Point Arguello Launch Complex A, Vandenberg AFB",-,-120.6022,34.6638,0.005,USAF,-,-,-
VS,PALC-B,LC-B,LP,,Jul-64,1965,V     PALC-B,"Point Arguello Launch Complex B, Vandenberg AFB",-,-120.6046,34.6572,0.005,USAF,-,-,-
VS,PALC-C,LC-C,LP,,01-Jul-64,11-Oct-72,V     PALC-C,"Point Arguello Launch Complex C, Vandenberg AFB",-,-120.6283,34.6094,0.0001,USAF,-,-,-
VS,PALC-D,LC-D,LP,,01-Jul-64,19-May-66,V     PALC-D,"Point Arguello Launch Complex D, Vandenberg AFB",-,-120.6242,34.6078,0.0002,USAF,-,-,-
VS,PALC1-1,LC1-1,LP,,01-Jul-64,24-May-66,V     PALC1-1,"Point Arguello Launch Complex 1-1, Vandenberg AFB",-,-120.5929,34.6437,0.0001,USAF,-,-,-
VS,PALC1-2,LC1-2,LP,,01-Jul-64,09-Jun-66,V     PALC1-2,"Point Arguello Launch Complex 1-2, Vandenberg AFB",-,-120.5897,34.6402,0.0001,USAF,-,-,-
VS,PALC2-3,LC2-3,LP,,01-Jul-64,12-Mar-65,V     PALC2-3,"Point Arguello Launch Complex 2-3, Vandenberg AFB",-,-120.6158,34.6331,0.0001,USAF,-,-,-
VS,PALC2-4,LC2-4,LP,,01-Jul-64,03-Jun-66,V     PALC2-4,"Point Arguello Launch Complex 2-4, Vandenberg AFB",-,-120.6106,34.632,0.0001,USAF,-,-,-
VS,PLC-C,LC-C,LP,,14-Aug-75,12-Dec-75,V     PLC-C,"Probe Launch Complex C, Vandenberg AFB",-,-120.6283,34.6094,0.0001,USAF,-,-,-
V,TP-01,-,LP,,17-Jun-83,18-Apr-91,V     TP-01,"Silo TP-01 (Test Pad 1), Vandenberg AFB",-,-120.5891,34.8043,0.0001,USAF,-,-,-
V,SLC1E,1975-03-05,LP,,09-May-67,18-Sep-68,V     SLC1E,"Space Launch Complex 1-East, Vandenberg AFB",-,-120.6264,34.7561,0.0001,USAF,-,-,-
V,SLC1W,1975-03-04,LP,,09-Aug-66,14-Dec-71,V     SLC1W,"Space Launch Complex 1-West, Vandenberg AFB",-,-120.6306,34.7572,0.0001,USAF,-,-,-
V,SLC2E,1975-01-01,LP,,02-Oct-66,12-Mar-72,V     SLC2E,"Space Launch Complex 2-East, Vandenberg AFB",-,-120.6194,34.7516,0.0001,NASA,-,-,-
V,SLC2W,1975-01-02,LP,,29-Dec-66,*,V     SLC2W,"Space Launch Complex 2-West, Vandenberg AFB",-,-120.6223,34.7555,0.0001,USAF,-,-,-
